text	labels	0	1	2
all white	001	000000000001001010000001001100000000000000000000000000000000000000000000000000	000000000001001001010001001100000000000000000000000000000000000000000000000000	000000000001001001000001001100000000000000000000000000000000000000000000000000
no wings	001	000000000000001010100010001100000000000000000000000000000000000000000000000000	000000000000001010010010001100000000000000000000000000000000000000000000000000	000000000000001010000010001100000000000000000000000000000000000000000000000000
no wings	001	000000000000101010010001001100000000000000000000000000000000000000000000000000	000000000000101010100001001100000000000000000000000000000000000000000000000000	000000000000101010000001001100000000000000000000000000000000000000000000000000
white with long whiskers	001	000000000000000000000000000000110100101100000000000000000000000000000000000000	000000000000000000000000000000110100001100000000000000000000000000000000000000	000000000000000000000000000000110100001100000000000000000000000000000000000000
yellow legs	001	000000000000101001001100001100000000000000000000000000000000000000000000000000	000000000000101001001100010100000000000000000000000000000000000000000000000000	000000000000101001001100100100000000000000000000000000000000000000000000000000
Orange center purple stem	001	000000000000000000000000000000000000000010010011000011100100000000000000000000	000000000000000000000000000000000000000000110011000011010100000000000000000000	000000000000000000000000000000000000000010010011000011010100000000000000000000
white center white stem	001	000000000000000000000000000000000000000001001011000011001100000000000000000000	000000000000000000000000000000000000000010001011000011001100000000000000000000	000000000000000000000000000000000000000000101011000011001100000000000000000000
pink legs no wings	001	000000000000001100100010010100000000000000000000000000000000000000000000000000	000000000000001100000010001100000000000000000000000000000000000000000000000000	000000000000001100000010010100000000000000000000000000000000000000000000000000
white leaves blue trunk no orange	001	000000000000000000000000000000000000000000000000000000000000100010000011100000	000000000000000000000000000000000000000000000000000000000000000010000011000001	000000000000000000000000000000000000000000000000000000000000000010000011100000
no tail orange wing	001	001010100110000000000000000000000000000000000000000000000000000000000000000000	100010100110000000000000000000000000000000000000000000000000000000000000000000	100010100110000000000000000000000000000000000000000000000000000000000000000000
white petals purple center 	001	000000000000000000000000000000000000000001010011000101100100000000000000000000	000000000000000000000000000000000000000010010010010101100100000000000000000000	000000000000000000000000000000000000000001010010010101100100000000000000000000
purple white no whiskers	001	000000000000000000000000000001010010011100000000000000000000000000000000000000	000000000000000000000000000001010011001100000000000000000000000000000000000000	000000000000000000000000000001010010011100000000000000000000000000000000000000
white center white petals	001	000000000000000000000000000000000000000010010010011001001100000000000000000000	000000000000000000000000000000000000000000110011001001001100000000000000000000	000000000000000000000000000000000000000000110010011001001100000000000000000000
all purple	001	000000000000000000000000000001010101001100000000000000000000000000000000000000	000000000000000000000000000001010100011100000000000000000000000000000000000000	000000000000000000000000000001010100101100000000000000000000000000000000000000
orange body purpled head orange legs	001	000000000001001100000001100100000000000000000000000000000000000000000000000000	000000000001001100000010001100000000000000000000000000000000000000000000000000	000000000001001100000010100100000000000000000000000000000000000000000000000000
blue trunk	001	000000000000000000000000000000000000000000000000000000000000000110000101000100	000000000000000000000000000000000000000000000000000000000000000110000101000001	000000000000000000000000000000000000000000000000000000000000000110000101100000
orange stem orange center	001	000000000000000000000000000000000000000010010010011001010100000000000000000000	000000000000000000000000000000000000000000110010011001100100000000000000000000	000000000000000000000000000000000000000010010010011001100100000000000000000000
blue leaves	001	000000000000000000000000000000000000000000000000000000000000000010000011001000	000000000000000000000000000000000000000000000000000000000000000010001001001000	000000000000000000000000000000000000000000000000000000000000000011000001001000
