trialNum	rule	iterationName	gameid	time	firstRole	salientFeature	distr1Feature	distr2Feature	message	typingTime	sender	timeFromRoundStart	eventType	messageType	uttClass	example_id
35	birds_purple_tails	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921720863.0	speaker	bird-crest_tail_color-purple	bird-tail_present-false	bird-crest_tail_color-orange	pink at the bottom	4624	speaker	9323	chatMessage			941439169733774967
37	bugs_purple_legs_white_heads_or_orange_wings	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921753586.0	speaker	bug-bug_wings_color-orange	bug-legs_color-white	bug-bug_wings_color-orange	white wings pink legs	6094	speaker	10196	chatMessage			3470208880482025596
38	trees_orange_trunks_or_berries_white_leaves	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921770052.0	speaker	tree-trunk_color-orange	tree-berries_color-purple	tree-trunk_color-orange	green leaves blue tree	6714	speaker	11173	chatMessage			5978761248454780503
39	birds_purple_wings_white_crests_or_white_tails	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921786296.0	speaker	bird-bird_wing_color-purple	bird-crest_tail_color-orange	bird-bird_wing_color-white	gold wing, no hair	7253	speaker	11870	chatMessage			4173323608790020580
42	bugs_white_heads_or_orange_antennae_purple_legs	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921836555.0	speaker	bug-legs_color-purple	bug-bug_wings_color-purple	bug-head_color-white	all white with gold head	6370	speaker	11774	chatMessage			2474926694591824770
43	birds_tails	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921852920.0	speaker	bird-tail_present	bird-crest_tail_color-white	bird-bird_wing_color-orange	all pink	5950	speaker	10874	chatMessage			-2492742672184068543
44	flowers_purple_stems_white_petals_or_orange_centers	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921869548.0	speaker	flower-petals_color-white	flower-center_color-purple	flower-thorns_present-false	pink spikes, white center	5128	speaker	8778	chatMessage			-6111856724123171774
44	flowers_purple_stems_white_petals_or_orange_centers	development	1004-93156069-0b2d-483b-83a6-e06650009a53	1554921873357.0	speaker	flower-petals_color-white	flower-center_color-purple	flower-thorns_present-false	purple	935	speaker	12587	chatMessage			-6111856724123171774
1	bugs_without_wings	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921832768.0	speaker	bug-wings_present	bug-antennae_present-true	bug-body_color-purple	White tail, no antennae	10815	speaker	33242	chatMessage			-8768467530508334376
2	flowers_purple_stems_white_petals_or_orange_centers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921861775.0	speaker	flower-petals_color-white	flower-center_color-white	flower-thorns_present-true	Orange center, no spikes on stem	5902	speaker	21392	chatMessage			2602949428513933741
4	fish_white_stripes_or_whiskers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921898843.0	speaker	fish-stripes_present	fish-body_color-purple	fish-body_color-orange	White body	1781	speaker	5062	chatMessage			-3203089088444085644
5	birds_white_crests_or_orange_wings_tails	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921913134.0	speaker	bird-crest_present	bird-crest_tail_color-white	bird-tail_present-true	Purple head feathers	3576	speaker	8239	chatMessage			-8828621471253479770
6	bugs_wings_antennae	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921929765.0	speaker	bug-antennae_present	bug-bug_wings_color-purple	bug-legs_color-purple	Only orange and white	4185	speaker	10432	chatMessage			7038681078472392787
7	birds_purple_wings_crests	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921956228.0	speaker	bird-bird_wing_color-purple	bird-bird_wing_color-white	bird-crest_tail_color-orange	Purple head feathers, no white wing	7670	speaker	18767	chatMessage			7731071339816098090
8	flowers_purple_petals_or_thorns	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921971280.0	speaker	flower-petals_color-purple	flower-stem_color-purple	flower-stem_color-orange	White stem	1467	speaker	8219	chatMessage			-5123086359174573793
9	bugs_purple_wings_or_white_legs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554921999881.0	speaker	bug-bug_wings_color-purple	bug-body_color-purple	bug-bug_wings_color-orange	Orange and white	3900	speaker	22792	chatMessage			-2982638497883308954
10	trees_white_leaves_or_orange_berries	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922012795.0	speaker	tree-berries_color-orange	tree-trunk_color-white	tree-trunk_color-orange	Green vase	3275	speaker	5910	chatMessage			-7404082916248706283
11	trees_white_leaves_or_orange_berries	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922034356.0	speaker	tree-leaves_color-white	tree-leaves_color-purple	tree-trunk_color-white	Blue vase, red petals	5773	speaker	16512	chatMessage			-5301509389519391824
13	birds_orange_tails_or_white_wings_orange_crests	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922072108.0	speaker	bird-bird_wing_color-white	bird-crest_tail_color-purple	bird-bird_wing_color-orange	Purple wing, white tail	6305	speaker	11032	chatMessage			5347695910086604961
14	flowers_orange_stems	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922095608.0	speaker	flower-stem_color-orange	flower-center_color-orange	flower-thorns_present-false	White petals, white center, spikes on stem	6867	speaker	16361	chatMessage			6422025408259852911
15	bugs_white_heads_or_orange_antennae_purple_legs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922111774.0	speaker	bug-legs_color-purple	bug-bug_wings_color-purple	bug-bug_wings_color-orange	White wings	2510	speaker	7812	chatMessage			-643894860127407654
16	fish_white_stripes_or_whiskers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922133362.0	speaker	fish-stripes_color-white	fish-body_color-white	fish-stripes_color-white	Orange with purple stripes	4801	speaker	15933	chatMessage			2902265555946788284
17	bugs_purple_legs_white_heads_or_orange_wings	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922154433.0	speaker	bug-bug_wings_color-orange	bug-body_color-purple	bug-legs_color-purple	White body, white legs	3504	speaker	15039	chatMessage			-939476507042587468
18	birds_orange_wings_tails	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922170089.0	speaker	bird-bird_wing_color-orange	bird-bird_wing_color-white	bird-crest_tail_color-purple	Orange wing and tail	3361	speaker	8649	chatMessage			-6001065452669515175
19	fish_white_bodies_orange_stripes_or_fangs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922180788.0	speaker	fish-stripes_color-orange	fish-stripes_color-purple	fish-body_color-purple	White	818	speaker	2477	chatMessage			-6405741791561715120
20	flowers_purple_stems_thorns	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922198588.0	speaker	flower-stem_color-purple	flower-petals_color-white	flower-center_color-white	Orange petals and center	3889	speaker	11989	chatMessage			2861385418137599388
21	birds_white_crests_or_orange_wings_tails	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922217117.0	speaker	bird-crest_tail_color-white	bird-bird_wing_color-purple	bird-crest_present-true	White wing and head feathers	5596	speaker	12590	chatMessage			-8855015531161890664
22	fish_orange_bodies_purple_stripes_or_whiskers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922233041.0	speaker	fish-stripes_color-purple	fish-body_color-white	fish-fangs_present-false	Purple with tooth	3386	speaker	10193	chatMessage			1745216249320567797
23	fish_white_stripes_or_purple_bodies_whiskers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922251951.0	speaker	fish-body_color-purple	fish-body_color-white	fish-stripes_color-orange	Orange, no stripes	4569	speaker	12509	chatMessage			-5606272737177514396
24	trees_leaves_berries_or_orange_trunks	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922277092.0	speaker	tree-berries_present	tree-leaves_present-true	tree-berries_present-false	Blue vase, red petals, small blue circles	11450	speaker	19833	chatMessage			1819012948735534065
25	flowers_thorns	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922297430.0	speaker	flower-thorns_present	flower-center_color-orange	flower-petals_color-orange	Purple petals, white center	4284	speaker	13133	chatMessage			-2565013448985518924
27	trees_purple_leaves_berries	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922332809.0	speaker	tree-leaves_color-purple	tree-trunk_color-purple	tree-berries_color-orange	White vase, red circles	3538	speaker	13806	chatMessage			-1213189293156183256
29	trees_purple_trunks_or_white_leaves_orange_berries	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922380323.0	speaker	tree-trunk_color-purple	tree-berries_color-purple	tree-trunk_color-purple	Red vase, no small circles	8334	speaker	12781	chatMessage			-5355417483504123839
30	fish_whiskers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922393446.0	speaker	fish-whiskers_present	fish-stripes_color-purple	fish-stripes_color-white	No stripes	1329	speaker	6243	chatMessage			-8189564563575156041
32	flowers_purple_stems_or_thorns_white_centers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922425292.0	speaker	flower-center_color-white	flower-thorns_present-true	flower-petals_color-white	Orange petals, no spikes on stem	8420	speaker	13205	chatMessage			-493720914146452468
35	bugs_purple_wings_or_white_legs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922471352.0	speaker	bug-legs_color-white	bug-head_color-white	bug-antennae_present-true	Purple head, white antennae	5733	speaker	13799	chatMessage			3583890021102254261
36	bugs_orange_antennae_or_wings	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922491865.0	speaker	bug-antennae_color-orange	bug-body_color-purple	bug-wings_present-false	White wings, no purple	6176	speaker	14942	chatMessage			-4530154608182961267
37	bugs_orange_head	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922514739.0	speaker	bug-head_color-orange	bug-legs_color-white	bug-bug_wings_color-orange	Purple legs, no wings	6019	speaker	16432	chatMessage			2709036948052155901
38	trees_leaves_berries_or_orange_trunks	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922529443.0	speaker	tree-leaves_present	tree-trunk_color-purple	tree-leaves_color-white	Orange vase, red petals	3544	speaker	8607	chatMessage			415152244753834737
39	trees_purple_berries_or_white_trunks	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922544846.0	speaker	tree-trunk_color-white	tree-berries_present-true	tree-trunk_color-purple	Orange vase, purple circles	5274	speaker	10084	chatMessage			5636598436721440917
40	flowers_purple_stems_white_petals_or_orange_centers	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922562225.0	speaker	flower-center_color-orange	flower-center_color-white	flower-stem_color-purple	White stem, orange center	6459	speaker	11387	chatMessage			-3212331140615056928
41	fish_orange_bodies_or_fangs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922578661.0	speaker	fish-body_color-orange	fish-body_color-purple	fish-stripes_present-true	Orange body, purple stripes	4146	speaker	10824	chatMessage			-4794773925433581722
42	bugs_white_heads_or_orange_antennae_purple_legs	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922592985.0	speaker	bug-head_color-white	bug-legs_color-purple	bug-body_color-purple	White body orange legs	3544	speaker	7944	chatMessage			9054017067108688609
43	birds_tails	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922606063.0	speaker	bird-tail_present	bird-crest_tail_color-orange	bird-crest_present-true	Purple tail	3053	speaker	7196	chatMessage			-2354456986766154595
44	flowers_purple_centers_or_orange_stems_with_thorns	development	9151-3fd76803-d171-4ecd-838f-7dd47d2c9ade	1554922626569.0	speaker	flower-center_color-purple	flower-petals_color-purple	flower-thorns_present-false	White stem and petals, spikes on stem	7613	speaker	15110	chatMessage			-4312918665645417636
0	bugs_orange_head	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922030330.0	listener	bug-head_color-orange	bug-bug_wings_color-orange	bug-antennae_present-false	it has antennas and a purple back, no wings	19077	speaker	46489	chatMessage			-6376222237627898177
1	bugs_purple_legs_white_heads_or_orange_wings	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922065796.0	listener	bug-bug_wings_color-orange	bug-head_color-white	bug-bug_wings_color-orange	no wings, purple head	8806	speaker	27004	chatMessage			9115195747795858401
2	fish_orange_bodies_purple_stripes	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922080768.0	listener	fish-stripes_color-purple	fish-body_color-orange	fish-stripes_color-orange	all white	2321	speaker	6956	chatMessage			7487420062962504079
3	trees_purple_berries	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922104116.0	listener	tree-berries_color-purple	tree-leaves_present-false	tree-trunk_color-purple	blue and green leaves, yellow trunk	8724	speaker	16763	chatMessage			2658130815171420686
4	trees_orange_berries_purple_trunks_or_white_leaves	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922127842.0	listener	tree-berries_color-orange	tree-leaves_color-purple	tree-berries_present-false	blue and green leaves, red trunk	6271	speaker	10839	chatMessage			-4922248766082815856
5	bugs_purple_legs_white_heads	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922158236.0	listener	bug-head_color-white	bug-head_color-white	bug-bug_wings_color-orange	white body, yellow head	5662	speaker	9570	chatMessage			7621249120031459456
6	fish_white_bodies_orange_stripes_or_fangs	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922179285.0	listener	fish-stripes_color-orange	fish-whiskers_present-false	fish-stripes_present-false	long whiskers, yellow stripes	7135	speaker	11597	chatMessage			-3919546306188999279
7	trees_purple_leaves_berries	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922204659.0	listener	tree-leaves_color-purple	tree-leaves_color-purple	tree-berries_color-purple	white and green leaves	6392	speaker	17213	chatMessage			2115620042498926563
8	fish_orange_bodies_or_fangs_whiskers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922237577.0	listener	fish-fangs_present	fish-fangs_present-false	fish-body_color-white	purple with orange stripes and a long fang in its mouth	16006	speaker	23619	chatMessage			-6059585480548894369
9	fish_white_bodies_orange_stripes_or_fangs	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922274936.0	listener	fish-body_color-white	fish-body_color-white	fish-body_color-orange	purple body with yellow stripes	9339	speaker	19947	chatMessage			-3103343368743098423
10	birds_purple_wings_crests	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922313535.0	listener	bird-crest_present	bird-crest_tail_color-purple	bird-crest_tail_color-white	plain, no feathers on top or bottom	8507	speaker	27963	chatMessage			600927642498558614
11	flowers_orange_stems_or_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922374124.0	listener	flower-stem_color-orange	flower-petals_color-orange	flower-stem_color-orange	white petals and white stem	8164	speaker	52039	chatMessage			3707057800118954140
12	fish_orange_bodies_or_fangs_whiskers	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922388564.0	listener	fish-whiskers_present	fish-body_color-orange	fish-body_color-white	all purple	1689	speaker	4806	chatMessage			7030397446655173763
13	flowers_purple_stems_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922427343.0	listener	flower-stem_color-purple	flower-petals_color-purple	flower-thorns_present-true	white petals, no thorns on the stem	9767	speaker	31964	chatMessage			3474718115583451006
14	fish_orange_bodies_purple_stripes	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922462893.0	listener	fish-stripes_present	fish-body_color-white	fish-stripes_color-white	all purple with yellow stripes	6827	speaker	24377	chatMessage			-8268066212048466433
15	flowers_thorns_purple_petals_or_orange_stems	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922489739.0	listener	flower-petals_color-purple	flower-thorns_present-false	flower-petals_color-white	purple petals, white stem with thorns	10139	speaker	16272	chatMessage			-6859056712009911687
16	flowers_purple_centers_or_orange_stems_with_thorns	development	1041-071871fd-8b26-4cb2-852c-264143a8a566	1554922543897.0	listener	flower-center_color-purple	flower-thorns_present-false	flower-center_color-white	yellow petals, purple center, white stem with thorns	27557	speaker	39940	chatMessage			-8193688600512648862
